complex_id,traffic
1.0,3836.6666666666665
2.0,2031.6825396825398
3.0,3183.6349206349205
4.0,2394.7301587301586
5.0,1731.5714285714287
6.0,721.2380952380952
8.0,1922.3333333333333
9.0,4503.777777777777
10.0,2288.4126984126983
13.0,1592.031746031746
14.0,2138.5396825396824
16.0,1493.7936507936508
17.0,1031.2380952380952
20.0,590.6190476190476
22.0,559.2857142857143
26.0,3276.873015873016
28.0,1453.063492063492
30.0,745.4761904761905
31.0,1481.6349206349207
32.0,4278.444444444444
33.0,2446.7301587301586
34.0,4029.3015873015875
35.0,3438.2903225806454
36.0,2067.2698412698414
37.0,1116.2063492063492
38.0,3127.6507936507937
39.0,1632.095238095238
41.0,1427.4603174603174
42.0,2570.5873015873017
43.0,2321.5873015873017
44.0,6315.714285714285
45.0,1165.936507936508
46.0,1584.079365079365
47.0,3263.904761904762
48.0,888.1746031746031
49.0,1551.3174603174602
50.0,1342.984126984127
51.0,5655.730158730159
52.0,1590.7460317460318
53.0,822.2222222222222
54.0,4131.444444444444
55.0,4139.571428571428
56.0,1283.2380952380952
57.0,731.6349206349206
58.0,7666.142857142857
59.0,2106.126984126984
60.0,1525.3809523809523
61.0,1656.2380952380952
62.0,840.2857142857143
64.0,1389.5238095238096
65.0,1249.5714285714287
66.0,1293.3968253968253
67.0,1133.2380952380952
68.0,2671.936507936508
69.0,839.2222222222222
70.0,534.1428571428571
71.0,1837.3015873015872
72.0,1166.1587301587301
74.0,1222.5714285714287
75.0,954.4920634920635
76.0,1577.6825396825398
77.0,1716.857142857143
78.0,1068.111111111111
79.0,1091.5238095238096
80.0,744.968253968254
81.0,642.5873015873016
82.0,795.7619047619048
83.0,1468.3968253968253
84.0,1175.3015873015872
85.0,1283.888888888889
86.0,591.8730158730159
87.0,2438.0
88.0,1727.6825396825398
89.0,1634.3333333333333
90.0,1508.6507936507937
91.0,1353.2857142857142
93.0,1023.5714285714286
94.0,1691.968253968254
95.0,1805.5238095238096
96.0,1454.920634920635
97.0,3587.095238095238
98.0,3337.063492063492
99.0,1696.2539682539682
100.0,1055.6190476190477
101.0,4288.555555555556
103.0,877.5079365079365
107.0,926.1904761904761
108.0,1190.8095238095239
109.0,2151.9841269841268
110.0,1335.7619047619048
111.0,1099.8095238095239
113.0,1639.5873015873017
114.0,1078.5079365079366
118.0,1491.0
119.0,1687.095238095238
120.0,4282.857142857143
122.0,1891.3174603174602
123.0,2114.3492063492063
124.0,1728.1904761904761
125.0,1613.7460317460318
126.0,1196.6666666666667
127.0,2217.6507936507937
129.0,2125.3650793650795
130.0,1436.8095238095239
131.0,730.4603174603175
133.0,669.6825396825396
134.0,2133.7619047619046
135.0,1621.936507936508
136.0,2502.9206349206347
137.0,1964.015873015873
138.0,2561.4920634920636
141.0,585.9206349206349
143.0,2209.7619047619046
144.0,836.6190476190476
145.0,254.84126984126985
146.0,2093.9841269841268
147.0,2331.5396825396824
149.0,1526.2063492063492
150.0,820.1428571428571
151.0,8085.793650793651
152.0,1222.063492063492
153.0,10003.777777777777
154.0,1931.6031746031747
155.0,1486.7301587301588
156.0,1098.5873015873017
157.0,2082.2698412698414
158.0,1607.2698412698412
159.0,1398.857142857143
160.0,1141.8253968253969
162.0,2231.1746031746034
164.0,12726.285714285714
165.0,3174.2698412698414
167.0,6453.714285714285
168.0,870.7777777777778
169.0,2294.126984126984
173.0,1337.5079365079366
175.0,2963.936507936508
176.0,846.6666666666666
177.0,1217.3333333333333
179.0,6158.492063492064
180.0,1991.7619047619048
181.0,5505.285714285715
182.0,1890.2539682539682
183.0,1929.7619047619048
185.0,983.4603174603175
186.0,1512.5396825396826
187.0,1287.7777777777778
188.0,3738.4761904761904
189.0,2625.809523809524
190.0,1055.7936507936508
191.0,709.2698412698413
192.0,1887.4920634920634
193.0,397.0
194.0,679.4444444444445
195.0,3215.3015873015875
196.0,36.55555555555556
197.0,302.6984126984127
198.0,337.3809523809524
199.0,95.28571428571429
200.0,441.7936507936508
201.0,257.3809523809524
202.0,173.15873015873015
203.0,544.5714285714286
204.0,1221.063492063492
205.0,1033.047619047619
206.0,500.3015873015873
207.0,597.8095238095239
208.0,1034.7460317460318
209.0,2852.4920634920636
210.0,3922.1746031746034
211.0,2319.8253968253966
212.0,3592.3015873015875
213.0,4332.349206349207
214.0,1106.984126984127
215.0,3810.7619047619046
216.0,2060.063492063492
217.0,2526.0476190476193
218.0,2358.809523809524
220.0,1636.3174603174602
221.0,3671.9206349206347
222.0,1747.1904761904761
223.0,1993.4444444444443
224.0,1877.6825396825398
225.0,6932.888888888889
228.0,3936.285714285714
231.0,4273.015873015873
232.0,3360.8253968253966
234.0,3073.063492063492
235.0,1854.7777777777778
236.0,1798.2063492063492
237.0,1471.968253968254
238.0,2136.3492063492063
241.0,905.7777777777778
242.0,656.1428571428571
243.0,3393.063492063492
244.0,1125.873015873016
245.0,1293.936507936508
246.0,339.58730158730157
247.0,305.92063492063494
248.0,652.047619047619
249.0,681.8888888888889
250.0,1240.920634920635
251.0,466.3492063492063
252.0,752.7777777777778
253.0,381.53968253968253
254.0,5000.460317460317
255.0,2615.063492063492
256.0,2752.7301587301586
257.0,1413.1904761904761
258.0,1033.6507936507937
259.0,6616.507936507936
260.0,386.12698412698415
261.0,5438.936507936508
262.0,1459.095238095238
263.0,584.5714285714286
264.0,4654.507936507936
265.0,3656.222222222222
266.0,1906.920634920635
268.0,983.4603174603175
269.0,1985.2222222222222
270.0,2110.2380952380954
271.0,3529.1111111111113
272.0,866.7301587301587
273.0,2878.0793650793653
276.0,1994.7142857142858
277.0,2254.5079365079364
278.0,12844.47619047619
279.0,8488.619047619048
280.0,1851.126984126984
282.0,606.2857142857143
283.0,2493.3492063492063
284.0,2139.5396825396824
286.0,1774.3015873015872
287.0,1424.7936507936508
288.0,1523.2222222222222
289.0,1884.3333333333333
290.0,1341.7936507936508
291.0,717.7619047619048
292.0,1437.3809523809523
293.0,1998.7777777777778
294.0,815.3809523809524
295.0,1818.4444444444443
296.0,1225.936507936508
297.0,460.2857142857143
298.0,2464.8253968253966
299.0,2839.6666666666665
300.0,667.3174603174604
301.0,6031.539682539683
303.0,3499.809523809524
304.0,3459.84126984127
305.0,3911.5555555555557
306.0,2438.285714285714
307.0,1300.3333333333333
308.0,2516.7301587301586
309.0,2376.809523809524
310.0,3110.095238095238
311.0,3804.746031746032
312.0,1949.111111111111
313.0,7646.857142857143
314.0,2329.6349206349205
316.0,2537.5873015873017
318.0,12279.682539682539
319.0,1784.857142857143
320.0,2480.968253968254
321.0,717.6190476190476
323.0,1347.0
324.0,1477.5714285714287
325.0,673.8888888888889
326.0,423.26984126984127
327.0,2386.904761904762
328.0,373.6666666666667
329.0,651.2539682539683
333.0,2271.285714285714
334.0,747.8730158730159
336.0,1722.1904761904761
337.0,3339.873015873016
339.0,688.2222222222222
340.0,985.8253968253969
341.0,791.2857142857143
343.0,1416.6666666666667
344.0,1465.7619047619048
345.0,11536.873015873016
346.0,3590.9841269841268
347.0,2890.9523809523807
348.0,2934.904761904762
349.0,1489.031746031746
350.0,1710.952380952381
351.0,1643.2539682539682
352.0,3430.5238095238096
353.0,1068.2857142857142
354.0,1597.126984126984
355.0,1504.0
356.0,2296.6666666666665
357.0,1033.6825396825398
358.0,2767.84126984127
359.0,5860.0317460317465
360.0,2581.936507936508
361.0,1382.1904761904761
362.0,724.7777777777778
363.0,2413.15873015873
364.0,937.3650793650794
365.0,2786.1746031746034
366.0,6373.0
367.0,2041.7301587301588
368.0,3287.4285714285716
369.0,3557.2063492063494
370.0,1122.4126984126983
371.0,4365.0
372.0,1522.873015873016
373.0,2534.126984126984
374.0,638.3809523809524
375.0,1681.904761904762
376.0,3393.9841269841268
377.0,2686.190476190476
378.0,2101.253968253968
379.0,2798.095238095238
380.0,2111.6190476190477
381.0,4280.761904761905
382.0,3090.126984126984
383.0,2646.8888888888887
384.0,4179.285714285715
385.0,2716.6825396825398
386.0,2641.3492063492063
387.0,4048.3809523809523
388.0,4907.873015873016
391.0,984.6507936507936
392.0,12128.015873015873
393.0,5421.3015873015875
394.0,4290.825396825397
395.0,5448.761904761905
396.0,3867.3968253968255
397.0,9656.857142857143
398.0,6508.396825396825
399.0,4916.412698412699
403.0,5168.777777777777
404.0,4422.190476190476
405.0,3786.15873015873
407.0,2489.3968253968255
409.0,1294.8095238095239
413.0,1736.7460317460318
414.0,4578.0
416.0,3308.0793650793653
417.0,1102.7460317460318
418.0,1632.3015873015872
419.0,1192.5079365079366
420.0,1231.6666666666667
421.0,3669.4761904761904
422.0,1170.4285714285713
423.0,1862.1587301587301
424.0,2925.1111111111113
425.0,782.6190476190476
426.0,3314.3650793650795
427.0,3311.3968253968255
428.0,3047.285714285714
429.0,2123.4920634920636
430.0,2623.777777777778
431.0,1683.984126984127
432.0,2355.0
433.0,1409.2857142857142
434.0,6706.619047619048
436.0,1060.7460317460318
437.0,576.3015873015873
438.0,3982.936507936508
439.0,3254.8571428571427
440.0,3093.4603174603176
441.0,3121.2698412698414
442.0,2157.7301587301586
443.0,1032.6666666666667
444.0,1726.7301587301588
445.0,978.3809523809524
446.0,738.9206349206349
447.0,14924.174603174602
448.0,1326.4444444444443
449.0,4591.0317460317465
450.0,8769.142857142857
451.0,9399.174603174602
452.0,5355.9682539682535
453.0,5797.873015873016
455.0,1839.7936507936508
456.0,4768.0317460317465
457.0,1671.6984126984128
458.0,3695.936507936508
459.0,2356.6031746031745
460.0,1590.5555555555557
461.0,2422.7619047619046
463.0,1591.095238095238
464.0,3073.0476190476193
471.0,2993.2698412698414
475.0,4657.412698412699
476.0,3941.6349206349205
477.0,6611.920634920635
501.0,985.8095238095239
502.0,136.9047619047619
601.0,6258.3015873015875
602.0,18599.84126984127
603.0,5336.111111111111
604.0,6657.238095238095
605.0,7196.666666666667
606.0,4245.460317460317
607.0,17100.0
608.0,3222.9206349206347
609.0,7076.476190476191
610.0,16854.603174603173
611.0,30704.555555555555
612.0,2522.8888888888887
613.0,15944.857142857143
614.0,11595.698412698413
615.0,1672.4444444444443
616.0,15433.761904761905
617.0,9074.888888888889
618.0,4858.063492063492
619.0,4675.507936507936
620.0,5384.0
621.0,4576.142857142857
622.0,4943.936507936508
623.0,5294.396825396825
624.0,6176.714285714285
625.0,6809.857142857143
626.0,540.9047619047619
627.0,4507.746031746032
628.0,6772.380952380952
629.0,2516.9206349206347
630.0,6670.015873015873
635.0,2700.7619047619046
636.0,6959.6349206349205
